"VarName","VarDesc","Details"
"ARQ023QF","How old {were you/was SP} when {you/s/he} last had HIP pain, aching, or stiffness?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ023QG","How old {were you/was SP} when {you/s/he} last had RIB CAGE pain, aching, or stiffness?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ024A","Was there one time when {you/SP} had pain, aching or stiffness in {your/his/her} NECK on almost every day for 3 or more months in a row?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ024B","Was there one time when {you/SP} had pain, aching or stiffness in {your/his/her} UPPER BACK on almost every day for 3 or more months in a row?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ024C","Was there one time when {you/SP} had pain, aching or stiffness in {your/his/her} MID BACK on almost every day for 3 or more months in a row?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ024D","Was there one time when {you/SP} had pain, aching or stiffness in {your/his/her} LOW BACK on almost every day for 3 or more months in a row?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ024E","Was there one time when {you/SP} had pain, aching or stiffness in {your/his/her} BUTTOCKS on almost every day for 3 or more months in a row?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ024F","Was there one time when {you/SP} had pain, aching or stiffness in {your/his/her} HIP on almost every day for 3 or more months in a row?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ024G","Was there one time when {you/SP} had pain, aching or stiffness in {your/his/her} RIB CAGE on almost every day for 3 or more months in a row?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ025A","How long did it take for {your/SP's} NECK pain, aching or stiffness to fully develop? Was it...","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ025B","How long did it take for {your/SP's} UPPER BACK pain, aching or stiffness to fully develop? Was it...","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ025C","How long did it take for {your/SP's} MID BACK pain, aching or stiffness to fully develop? Was it...","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ025D","How long did it take for {your/SP's} LOW BACK pain, aching or stiffness to fully develop? Was it...","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ025E","How long did it take for {your/SP's} BUTTOCKS pain, aching or stiffness to fully develop? Was it...","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ025F","How long did it take for {your/SP's} HIP pain, aching or stiffness to fully develop? Was it...","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ025G","How long did it take for {your/SP's} RIB CAGE pain, aching or stiffness to fully develop? Was it...","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ030A","For {your/SP's} {back/{or} neck/{or} buttocks} pain, aching or stiffness, {have you/has s/he} ever taken any of the following medicines? Ibuprofen (eye-byu-proh-fen), Motrin, or Advil","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ030B","For {your/SP's} {back/{or} neck/{or} buttocks} pain, aching or stiffness, {have you/has s/he} ever taken any of the following medicines? Aleve, Naprosyn (na-proh-sen), Anaprox (an-a-proks), Naproxyn (na-prox-sen)","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ030C","For {your/SP's} {back/{or} neck/{or} buttocks} pain, aching or stiffness, {have you/has s/he} ever taken any of the following medicines? Indocin (in-doh-sen), Indomethacin (in-doh-meth-a-sen)","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ030D","For {your/SP's} {back/{or} neck/{or} buttocks} pain, aching or stiffness, {have you/has s/he} ever taken any of the following medicines? Celebrex, Vioxx","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ030E","For {your/SP's} {back/{or} neck/{or} buttocks} pain, aching or stiffness, {have you/has s/he} ever taken any of the following medicines? Aspirin, Bufferin, Ecotrin, or Vanquish (Please do not count Tylenol .)","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ034A","How much did this medicine help to relieve {your/SP's} {back/{or} neck/{or} buttocks} pain, aching or stiffness? Would you say it relieved...","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ034B","How much did this medicine help to relieve {your/SP's} {back/{or} neck/{or} buttocks} pain, aching or stiffness? Would you say it relieved...","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ034C","How much did this medicine help to relieve {your/SP's} {back/{or} neck/{or} buttocks} pain, aching or stiffness? Would you say it relieved...","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ034D","How much did this medicine help to relieve {your/SP's} {back/{or} neck/{or} buttocks} pain, aching or stiffness? Would you say it relieved...","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ034E","How much did this medicine help to relieve {your/SP's} {back/{or} neck/{or} buttocks} pain, aching or stiffness? Would you say it relieved...","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ040","The next question is just about stiffness in {your/SP's} {back/{or} neck/{or} buttocks}. If {you/he/she} {don't/doesn't/didn't} take any medicine, when {you/he/she} {wake/wakes/woke} up from sleep how long {do/does/did} {you/he/she} have stiffness? Would you say...","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ050","Next are questions about pain, aching or stiffness in {your/SP's} {back/{or} neck/{or} buttocks} {you/he/she} usually {has/have/had} if {you/he/she} {don't/doesn't/didn't} take medication. If {you/SP} {is/are/was/were} not taking any medicine, and not working or exercising, what usually {happens/happened} to the pain, aching or stiffness over the course of the day? {Does/Did} it increase, decrease or stay the same?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ060","If {you/SP} {don't/doesn't/didn't} take medicine, what usually {happens/happened} to the pain, aching or stiffness over the time that {you/he/she} {sleep/sleeps/slept} or {rest/rests/rested}? {Does/Did} it increase, decrease or stay the same?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ070","If {you/SP} {don't/doesn't/didn't} take any medicine, {do/does/did} {you/he/she} often wake up from sleep because of pain, aching or stiffness?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ073","If {you/SP} {don't/doesn't/didn't} take any medicine {does/did} {your/his/her} pain, aching or stiffness often wake {you/him/her} up after {you/s/he} {have/has/had} been sleeping for 4 or more hours?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ077","Was it {your/SP's} {back/{or} neck/{or} buttocks} pain, aching or stiffness that kept {you/him/her} from sleeping more than 4 hours at a time?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ080","Does/Did} {your/SP's} pain, aching or stiffness usually get better when {you/he/she} {do/does/did} either walking or stretching for a half hour?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ100","{Does/Did} the pain, aching or stiffness in {your/SP's} buttocks ever switch from one side to the other?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ110","Please look at this hand card. HAND CARD ARQ2. Besides injuries or fractures, {have you/has SP} ever had pain that is just in one of these two areas every day for at least two weeks?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ112A","Was the pain at Location A on the diagram (the plantar aspect of the heel)?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ112B","Was the pain at Location B on the diagram (the posterior Achilles tendon area)?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118AA","Was the cause of the pain at Location A Heel Spurs","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118AB","Was the cause of the pain at Location A Plantar Fasciitis","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118AC","Was the cause of the pain at Location A Achilles tendonitis","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118AD","Was the cause of the pain at Location A other tendonitis","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118AJ","Was the cause of the pain at Location A Gout","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118AM","Was the cause of the pain at Location A Swelling","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118AN","Was the cause of the pain at Location A Nerve pain","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118BA","Was the cause of the pain at Location B: Heel Spurs","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118BB","Was the cause of the pain at  Location B: Plantar Fasciitis","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118BC","Was the cause of the pain at  Location B: Achilles tendonitis","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118BD","Was the cause of the pain at Location B: other tendonitis?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118BJ","Was the cause of the pain at  Location B: Gout","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118BM","Was the cause of the pain at  Location B: Swelling","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ118BN","Was the cause of the pain at  Location B: Nerve pain","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ125C","Next are some questions about conditions that affect the eyes, the intestines, or bones and joints. Has a doctor or other health professional ever told {you/SP} that {you/s/he} had ulcerative colitis (ulcer-a-tive co-light-us)?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ125D","Next are some questions about conditions that affect the eyes, the intestines, or bones and joints. Has a doctor or other health professional ever told {you/SP} that {you/s/he} had Crohn's (crow-n-z) disease?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ125E","Next are some questions about conditions that affect the eyes, the intestines, or bones and joints. Has a doctor or other health professional ever told {you/SP} that {you/s/he} had ankylosing spondylitis (ank-eh-low-s-ing spawn-d-light-us)?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ135C","At the time the doctor told {you/SP} that {you/s/he} had ulcerative colitis (ulcer-a-tive co-light-us), did {you/SP} have a colonoscopy (co-low-nas-co-pee)?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARQ135D","At the time the doctor told {you/SP} that {you/s/he} had Crohn's (crow-n-z) disease, did {you/SP} have a colonoscopy (co-low-nas-co-pee)?","[ARQ_F]
(Questionnaire / Arthritis)"
"ARXCCEX","CHEST CIRCUMFERENCE MEASUREMENT, EXHALATION (CENTIMETERS)","[ARX_F]
(Examination / Arthritis Body Measures)"
"ARXCCIN","CHEST CIRCUMFERENCE MEASUREMENT, INSPIRATION (CENTIMETERS)","[ARX_F]
(Examination / Arthritis Body Measures)"
"ARXO2WD","OCCIPUT-TO-WALL DISTANCE IN CENTIMETERS","[ARX_F]
(Examination / Arthritis Body Measures)"
"ARXXDIST","DISTANCE BETWEEN CHEST CIRCUMFERENCE MEASUREMENT LANDMARKS (CENTIMETERS)","[ARX_F]
(Examination / Arthritis Body Measures)"
"AUAEAR","Which ear tested first?","[AUX_B, AUX_C, AUX_D, AUX_E, AUX_F, AUX_G, AUX_I, AUX_J, AUX1]
(Examination / Audiometry)"
"AUAEXCMT","Comment code for an Audio Exam","[AUX_B, AUX_C, AUX_D, AUX_E, AUX_F, AUX_G, AUX_I, AUX_J, AUX1]
(Examination / Audiometry)"
"AUAEXSTS","Status of an Audiometry Exam","[AUX_B, AUX_C, AUX_D, AUX_E, AUX_F, AUX_G, AUX_I, AUX_J, AUX1]
(Examination / Audiometry)"
"AUAFMANL","Frequency at Which Switched From Auto to Manual Audio Testing (Left)","[AUX_B, AUX_C, AUX_D, AUX_E, AUX_F, AUX_G, AUX_I, AUX_J, AUX1]
(Examination / Audiometry)"
"AUAFMANR","Frequency at Which Switched From Auto to Manual Audio Testing (Right)","[AUX_B, AUX_C, AUX_D, AUX_E, AUX_F, AUX_G, AUX_I, AUX_J, AUX1]
(Examination / Audiometry)"
"AUALEQC","Left Ear Quality Code","[AUX_B, AUX_C, AUX1]
(Examination / Audiometry)"
"AUALEQC","Quality Code for Tympanogram  of Left Ear","[AUX_D, AUX_E, AUX_F, AUX_G, AUX_I, AUX_J]
(Examination / Audiometry)"
"AUAMODE","Mode of Audiometric Test (Manual/Automatic/Mixed)","[AUX_B, AUX_C, AUX_D, AUX_E, AUX_F, AUX_G, AUX_I, AUX_J, AUX1]
(Examination / Audiometry)"
"AUAREQC","Quality Code for Tympanogram of Right Ear","[AUX_D, AUX_E, AUX_F, AUX_G, AUX_I, AUX_J]
(Examination / Audiometry)"
"AUAREQC","Right Ear Quality Code","[AUX_B, AUX_C, AUX1]
(Examination / Audiometry)"
"AUATYMTL","Tympanogram Type, Left Ear","[AUX_I, AUX_J]
(Examination / Audiometry)"
"AUATYMTR","Tympanogram Type, Right Ear","[AUX_I, AUX_J]
(Examination / Audiometry)"
"AUD148","Which was it?","[AUQ_G, AUQ_I]
(Questionnaire / Audiometry)"
"AUDLOABC","Other Exam Abnormality, Left, Comment","[AUX_B, AUX_C, AUX_D, AUX_E, AUX_F, AUX_G, AUX_I, AUX_J, AUX1]
(Examination / Audiometry)"
"AUDROABC","Other Exam Abnormality, Right, Comment","[AUX_B, AUX_C, AUX_D, AUX_E, AUX_F, AUX_G, AUX_I, AUX_J, AUX1]
(Examination / Audiometry)"
"AUDTYL01","Tympanometry-Left Ear, Measurement 1","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL02","Tympanometry-Left Ear, Measurement 2","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL03","Tympanometry-Left Ear, Measurement 3","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL04","Tympanometry-Left Ear, Measurement 4","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL05","Tympanometry-Left Ear, Measurement 5","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL06","Tympanometry-Left Ear, Measurement 6","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL07","Tympanometry-Left Ear, Measurement 7","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL08","Tympanometry-Left Ear, Measurement 8","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL09","Tympanometry-Left Ear, Measurement 9","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL10","Tympanometry-Left Ear, Measurement 10","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL11","Tympanometry-Left Ear, Measurement 11","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL12","Tympanometry-Left Ear, Measurement 12","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL13","Tympanometry-Left Ear, Measurement 13","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL14","Tympanometry-Left Ear, Measurement 14","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL15","Tympanometry-Left Ear, Measurement 15","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL16","Tympanometry-Left Ear, Measurement 16","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL17","Tympanometry-Left Ear, Measurement 17","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL18","Tympanometry-Left Ear, Measurement 18","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL19","Tympanometry-Left Ear, Measurement 19","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL20","Tympanometry-Left Ear, Measurement 20","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL21","Tympanometry-Left Ear, Measurement 21","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL22","Tympanometry-Left Ear, Measurement 22","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL23","Tympanometry-Left Ear, Measurement 23","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL24","Tympanometry-Left Ear, Measurement 24","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL25","Tympanometry-Left Ear, Measurement 25","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL26","Tympanometry-Left Ear, Measurement 26","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
"AUDTYL27","Tympanometry-Left Ear, Measurement 27","[AUXTYM, AUXTYM_B, AUXTYM_C, AUXTYM_D, AUXTYM_E, AUXTYM_F, AUXTYM_G]
(Examination / Audiometry - Tympanometry)"
